internal_name,parameter,description
SDPRSRMK,Parameter_Block_Image_Start_Marker,[SDPRSRMK] Start of RAM image of downloaded parameter block data
SDPWIGFG,Poweroff_Command_Ignored_Error,[SDPWIGFG] System error set at powerup if Poweroff_Command_Ignored is true.
SDPWWOIF,Power_Off_Without_Ignition_Off_Error,[SDPWWOIF] ECM not powered to perform the Powerdown data save.
SDRMIMCP,Parameter_Block_Image_Complete,[SDRMIMCP] Counts number of times RAM image storage has completed
SDRMIMSR,Parameter_Block_Image_Start,[SDRMIMSR] Counts number of times RAM image storage has started
SDSVCP,Powerdown_Memory_Save_Complete,[SDSVCP] Count indicating number of times the powerdown memory save has been completed
SDSVCP02,Powerdown_Memory_Save_Complete_2,[SDSVCP02] Counts number of times powerdown block 2 save has completed
SDSVSR,Powerdown_Memory_Save_Start,[SDSVSR] Count indicating the number of times powerdown memory save has started
SDSVSR02,Powerdown_Memory_Save_Start_2,[SDSVSR02] Counts number of times powerdown block 2 save has started
SENSOR,Group_SENSOR,[SENSOR] SENSOR GOUP INFORMATION FOR ALL CHANNELS
SHSS,Shutdown,[SHSS] TURN OFF ALL SOLENOIDS. 1=TRUE ; 0=FALSE
SIAZCU,NFAA_Counter,"[SIAZCU] SCI data link - ""Number of Failed Access Attempts"""
SIDX01,Chrysler_SCI_Data_Plate,[SIDX01] SCI 2A command data plate table
SIDXFG,SCI_Rx_Data_Ready,[SIDXFG] SCI D/L semephore from driver-to-command processor.
SIDXMD,SCI_Data_Mode,[SIDXMD] Boolean to control SCI or J2190 Protocol.
SIDYTR,NFAA_Delay_Timer,[SIDYTR] 10-second countdown timer after invalid SCI Key.
SIFGCU,SCI_Noise_Flag_Counter,[SIFGCU] Occur's of SCI rcvd data irq with noise flag set.
SIFHSS,Chrysler_Status,[SIFHSS] Bit-mapped parameter per Chrysler requirements
SILOMD,SCI_Lock_Mode,"[SILOMD] SCI D/L securty [LOCKED, UNLOCKED,KEY-ON_LOCK-OUT]"
SIPMCU,FLASH_Count,[SIPMCU] Count of times module recalibrated.
SIPMZRCU,FLASH_Erase_Count,[SIPMZRCU] Count of times module calibration erased
SIPVNO,Previous_Part_Number,[SIPVNO] 6-bytes copy of Chrysler P/N (8-BCD Chars&2 alph).
SIRSFG,ACK_J2190,[SIRSFG] Non-volatile semephore to tell B/L to Unlock SCI.
SIRXBF,SCI_Data_Buffer,[SIRXBF] SCI D/L rcv buffer (from driver-to-cmd processor).
SISUKY,SCI_Security_Key,[SISUKY] 2-bytes of the 10-byte key computed using SCI_Seed.
SISUSD,SCI_Security_Seed,[SISUSD] 2-Bytes xmitd to tool to determine SCI_Security_Key
SISUVL,SCI_Security_Validated,[SISUVL] flag showing validity of security key passed by tool
SLNOCTEN,SL_NO_Contact_Enable,"[SLNOCTEN] Enables Normally Open contacts for SL Relay, Relay failures will disable missio"
SOKYSD,FSS_Key_Off_Shutdown,"[SOKYSD] 0=Norm.Op, 1=Delayed Powerdown at Key off, 2=Delayed eng. shutdown at key off."
SOL_CTRL,Group_SOL_CTRL,[SOL_CTRL] INJECTOR CONTROL DATA
SPAGEN,ESP_Enable,"[SPAGEN] 0 - disbale, 1 - enable ESP algorithm, Bit 4 of 0 - 15."
SPLP,Stop_Lamp_Driver,[SPLP] Desired state of the Stop_Lamp_Driver output driver.
SPRVEN,Reverse_ESP_Enable,"[SPRVEN] 0 - disbale, 1 - enable ESP launch application algorithm, Bit 5 of 0 - 15."
SPT0PCLD,Tau_0_Percent_Load,[SPT0PCLD] Percent Load based on Low HP Torque curve
SPTU,ESP_Tau,[SPTU] VALUE WHICH DETERMINES ALTERNATE HP RATINGS
SPTUST,ESP_Tau_State,[SPTUST] Indicates the source of the current ESP_Tau value.
SRCRSTEN,Service_Component_Reset_Enable,[SRCRSTEN] Enable/Disable service component reset asked from reset PGN
SREN,SR_Enable,"[SREN] Smart RSG Enable word 19h, bit 5 of 0 to 15"
SRRMEN,SR_Ramp_Enable,"[SRRMEN] If enabled, RSG ref speed is allowed to ramp"
SSAADQEN,SS_Ambient_Adv_Enable,[SSAADQEN] Calibration trim used to enable the SS Ambient Advance algorithm
SSADDQEN,SS_Ambient_Derate_Enable,[SSADDQEN] Calibration trim used to enable the SS Ambient Fueling Derate
SSBLMO,Boot_Loader_Module_Designation,"[SSBLMO] Type of ECM designator, embedded in the bootloader code."
SSBLPH,Boot_Loader_Phase_Designation,[SSBLPH] BOOT LOADER SOFTWARE VERSION
SSBLSM,Boot_Loader_Checksum,[SSBLSM] Checksum of boot loader code.
SSC1IFRG,CAN_1_CPU_Interface_Register,[SSC1IFRG] The CAN 1 CPU interface register
SSCNIFRG,CAN_CPU_Interface_Register,[SSCNIFRG] The CAN CPU interface register
SSCNLTOB,CAN_Last_Msg_Object_Used,[SSCNLTOB] CAN's last message object used
SSCRPH,Core_Phase_Designation,[SSCRPH] CORE SOFTWARE VERSION
SSDVMD,Development_Mode,[SSDVMD] RAM Refresh disabled mode indicated by config name RUN_LOC = 'AAh'
SSDXLTRN,All_Powerdown_Data_Lost_Run,[SSDXLTRN] Flag indicating if engine should be ran if All_Powerdown_Data_Lost_Error is TRU
SSECTMDX,Executive_Timing_Data,[SSECTMDX] Access to block structure which contains executive timing data.
SSECTMEA,Executive_Timing_Enable,[SSECTMEA] Enable for the executive timing data gatherer.
SSECTMHE,Executive_Timing_Header,[SSECTMHE] Access to block structure which contains executive timing header info.
SSECTMOV,Executive_Timing_Overflows,[SSECTMOV] Number of times which frame overflow has occured in executive.
SSEECRC,EEPROM_CRC,[SSEECRC] EEPROM storage for result of CRC calculation over EEPROM memory contents
SSERSS00,System_Error_Status_00,[SSERSS00] 32 word bit mapped system error status - word 0
SSERSS01,System_Error_Status_01,[SSERSS01] 32 word bit mapped system error status - word 1
SSERSS02,System_Error_Status_02,[SSERSS02] 32 word bit mapped system error status - word 2
SSERSS03,System_Error_Status_03,[SSERSS03] 32 word bit mapped system error status - word 3
SSERSS04,System_Error_Status_04,[SSERSS04] 32 word bit mapped system error status - word 4
SSERSS05,System_Error_Status_05,[SSERSS05] 32 word bit mapped system error status - word 5
SSERSS06,System_Error_Status_06,[SSERSS06] 32 word bit mapped system error status - word 6
SSERSS07,System_Error_Status_07,[SSERSS07] 32 word bit mapped system error status - word 7
SSERSS08,System_Error_Status_08,[SSERSS08] 32 word bit mapped system error status - word 8
SSERSS09,System_Error_Status_09,[SSERSS09] 32 word bit mapped system error status - word 9
SSERSS10,System_Error_Status_10,[SSERSS10] 32 word bit mapped system error status - word 10
SSERSS11,System_Error_Status_11,[SSERSS11] 32 word bit mapped system error status - word 11
SSERSS12,System_Error_Status_12,[SSERSS12] 32 word bit mapped system error status - word 12
SSERSS13,System_Error_Status_13,[SSERSS13] 32 word bit mapped system error status - word 13
SSERSS14,System_Error_Status_14,[SSERSS14] 32 word bit mapped system error status - word 14
SSERSS15,System_Error_Status_15,[SSERSS15] 32 word bit mapped system error status - word 15
SSERSS16,System_Error_Status_16,[SSERSS16] 32 word bit mapped system error status - word 16
SSERSS17,System_Error_Status_17,[SSERSS17] 32 word bit mapped system error status - word 17
SSERSS18,System_Error_Status_18,[SSERSS18] 32 word bit mapped system error status - word 18
SSERSS19,System_Error_Status_19,[SSERSS19] 32 word bit mapped system error status - word 19
SSERSS20,System_Error_Status_20,[SSERSS20] 32 word bit mapped system error status - word 20
SSERSS21,System_Error_Status_21,[SSERSS21] 32 word bit mapped system error status - word 21
SSERSS22,System_Error_Status_22,[SSERSS22] 32 word bit mapped system error status - word 22
SSERSS23,System_Error_Status_23,[SSERSS23] 32 word bit mapped system error status - word 23
SSERSS24,System_Error_Status_24,[SSERSS24] 32 word bit mapped system error status - word 24
SSERSS25,System_Error_Status_25,[SSERSS25] 32 word bit mapped system error status - word 25
SSERSS26,System_Error_Status_26,[SSERSS26] 32 word bit mapped system error status - word 26
SSERSS27,System_Error_Status_27,[SSERSS27] 32 word bit mapped system error status - word 27
SSERSS28,System_Error_Status_28,[SSERSS28] 32 word bit mapped system error status - word 28
SSERSS29,System_Error_Status_29,[SSERSS29] 32 word bit mapped system error status - word 29
SSERSS30,System_Error_Status_30,[SSERSS30] 32 word bit mapped system error status - word 30
SSERSS31,System_Error_Status_31,[SSERSS31] 32 word bit mapped system error status - word 31
SSFHCRC,Flash_CRC,[SSFHCRC] EEPROM storage for result of CRC calculation over flash memory contents
SSFHER1,Powerdown_Data_Lost_Error,[SSFHER1] Status indicator; most recent FLASH powerdown data lost if active; bit 9 of 0-1
SSFHER2,All_Powerdown_Data_Lost_Error,[SSFHER2] Status indicator; all FLASH powerdown data lost if active; bit 10 of 0-15
SSFHPB01,Parameter_Block_1_Checksum,[SSFHPB01] Checksum for Flash parameter block 1
SSFHPB02,Parameter_Block_2_Checksum,[SSFHPB02] Checksum for Flash parameter block 2
SSFHPBED,Parameter_Block_Checksum_End,[SSFHPBED] End of range of Flash parameter block to be checksummed.
SSFHPBST,Parameter_Block_Checksum_Start,[SSFHPBST] Start of range of Flash parameter block to be checksummed.
SSFHSRAD,Flash_Start_Address,"[SSFHSRAD] Pointer to the Flash operational code entry location, from boot loader."
SSKYOD,Key_Switch_Override,[SSKYOD] KEY SWITCH OVERRIDE FLAG
SSPBUL,Parameter_Block_Uploaded,"[SSPBUL] Number indicating which parameter block was uploaded at powerup, 0=none"
SSPURSCU,Powerup_Count,[SSPURSCU] cumulative count of power cycles
SSPWCU,Key_Off_Count,[SSPWCU] Counter of key off cycles
SSSMRTSR,Smart_Boot_Indicator,"[SSSMRTSR] If SMT_BOOT_SUPPORTED, OK to smart download"
SSSUUNAD,Software_SSSUUNAD,[SSSUUNAD] none
SSSWSS01,System_Switch_Status,[SSSWSS01] bit mapped system switch status
SSSWSS02,System_Switch_Status_2,[SSSWSS02] bit mapped system switch status
SS_AM_AV,Group_SS_AM_AV,[SS_AM_AV] Steady State Ambient Timing Advance
SS_AM_LM,Group_SS_AM_LM,[SS_AM_LM] Steady State Ambient Fueling Derate
SS_CT_RT,Group_TS_CT_RT,[SS_CT_RT] Transient Coolant Temperature Timing Retard
STCGASDS,STCG_ASG_Droop_Select,"[STCGASDS] Switched Throttle Control Governor select (bit 3, 0 - 15) 0=ASG_DROOP, 1=STCG"
STLOCKEN,SL_Enable,[STLOCKEN] Enables Starter Lockout feature (exclusive of ISTAEN).
STPBRDS0,Stop_Broadcast_Source_Address_0,[STPBRDS0] Source address of device #0 which requests ECM to stop broadcast
STPBRDS1,Stop_Broadcast_Source_Address_1,[STPBRDS1] Source address of device #1 which requests ECM to stop broadcast
STPBRDS2,Stop_Broadcast_Source_Address_2,[STPBRDS2] Source address of device #2 which requests ECM to stop broadcast
STUOTHGV,Selected_Throttle_Control,[STUOTHGV] = (STCG_Enable & STCG_Switch) XOR User_Selected_Throttle_Control
SWLOO1,Low_Oil_Switch,[SWLOO1] Desired state of the Low_Oil_Switch output driver.
SWNSYS06,Group_SWNSYS_6,[SWNSYS06] DATA  REQUIRED FOR USE BY THE SYSTEMS OR SOFTWARE GROUP
SWNSYS08,Group_SWNSYS_8,[SWNSYS08] DATA  REQUIRED FOR USE BY THE SYSTEMS OR SOFTWARE GROUP
SYSTERR,Software_SYSTERR,[SYSTERR] SYSTEM ERROR STATUS
TALMES,TSG_Derate_RPM,[TALMES] Engine speed limit dictated by tailshaft governor during error conditions
TASIND,TAS_Lamp_Driver,[TASIND] Desired state of the TAS_Lamp_Driver output driver.
TBAMEN,TB_Airmass_Enable,[TBAMEN] Bit 6 Enable/Disable for Airmass calculation. Bit 12 of 0-15
TBCHGR,Group_TURBO,[TBCHGR] Turbocharger related informations
TBSPTMEN,TB_Speed_Temp_Enable,[TBSPTMEN] Bit 7 Enable/Disable Turbin Speed /Temp. calc. Bit 13 of 0-15
TCEN,PTP_Enable,"[TCEN] Powertrain Protection Enable Word 19h, bit 1 of 0 to 15"
TCIFGR,Group_4WG_MGR,[TCIFGR] 4 step WG controler informations/
TCLDEN,PTP_Lugback_Enable,"[TCLDEN] Powertrain Protection Lugback Enable Word 19h, bit 2 of 0 to 15"
TCTQLL,Tool_PTP_Torque_Lower_Limit,[TCTQLL] Min input torque
TCTQUL,Tool_PTP_Torque_Upper_Limit,[TCTQUL] Max input torque
TCWGTCEN,TU_WG_Table_Control_Enable,[TCWGTCEN] Enable/Disable direct table control of WG.
TESWAETR,Test_Switch_Activation_Timer,[TESWAETR] Keeps track of time alloted to activate the Test_Switch.
THCYTMLM,Throttle_Cycle_Time_Limit,[THCYTMLM] Time Limit For Throttle Cycles to Turn the Test_Switch on.
THDGCYCU,Throttle_Cycle_Counter,[THDGCYCU] Counter of throttle cycles
THDGEREN,Throttle_Related_Error_Handler_Enable,"[THDGEREN] Enable/Disable parameter, which defines how to handle throttle errors"
THDGSWEN,Throttle_Diagnostic_Switch_Enable,[THDGSWEN] ENABLE/DISABLE parameter for the Throttle Activated Diagnostic Switch feature
THDGTDLL,Throttle_Diagnostic_Threshold_Lower_Limit,"[THDGTDLL] Lower Throttle % Value, which shall be crossed to detect a throttle cycle"
THDGTDUL,Throttle_Diagnostic_Threshold_Upper_Limit,"[THDGTDUL] Upper Throttle % Value, which shall be crossed to detect a throttle cycle"
THROTTLE,Commanded_Throttle,[THROTTLE] VALIDATED PERCENT THROTTLE COMMANDED BY DRIVER
TICTST,Accelerator_Pedal_State,[TICTST] State of the accelerator
TIEGDRFG,Engine_Is_Driving_A_Machine,[TIEGDRFG] Bit 3 of 0-15 Indicator of engine usage 1 means driving 0 means not driving
TIEGST,Trip_Info_State,[TIEGST] Bitmap of all the states trip information is concerned with
TIFE,Instantaneous_Fuel_Economy,[TIFE] Instantaneous fuel economy in miles/lbsm or mpg
TIFSFX,Fuel_System_Fail,[TIFSFX] The latched state of the FSS set fuel sensor fail
TIFSFXST,Fuel_System_Fail_State,[TIFSFXST] The current state of the fuel system as determined by the fuel system
TIFSRT,FSS_Instantaneous_Fuel_Rate,[TIFSRT] Fuel delivered to the engine for trip info when in industrial application
TIFU,Fuel_Used,[TIFU] The fuel used by the engine during the current trip info execution cycle
TIFUSS,Trip_Info_Fault_Status,[TIFUSS] BIT mapped fault status log for trip info
TIFUTMTD,TI_Fault_Period,[TIFUTMTD] The minimum time a fault must be present before logged in Trip_Info_Fault_Statu
TIITFU,Total_Fuel_Delivered,[TIITFU] Integrated fuel delivered by the fuel system since engine turn-on in gal or lbs
TIMECTRL,Group_TIMING_CTRL,[TIMECTRL] Timing Selection Information
TIRF,Trip_Info_Reset_Flag,[TIRF] Global flag used by dev to clear trip parameters
TIT2ISFU,Total_Idle_Fuel_Used,[TIT2ISFU] ACCUMULATED AMOUNT OF FUEL USED DURING VEHICLE OPERATION WHILE UNDER IDLE CONDI
TIT2ISTM,Total_Idle_Time,[TIT2ISTM] The total non-resetable engine-idle-speed operating time for this engine
TIT2MI,Total_Distance,[TIT2MI] The total non-resetable distance this engine has traveled
TIT2TM,Total_Time,[TIT2TM] The total non-resetable operating time for this engine
TIT3AVFE,Trip_Average_Fuel_Economy,[TIT3AVFE] Average Fuel Economy over the current trip
TIT3FU,Trip_Fuel_Used,[TIT3FU] The amount of fuel consumed by this engine since last trip reset in lbsm or gal
TIT3ISFU,Trip_Idle_Fuel_Used,[TIT3ISFU] The fuel consumed by this engine at idle-speed since last trip reset
TIT3ISTM,Trip_Idle_Time,[TIT3ISTM] The engine idle-speed operating time since last trip reset
TIT3MI,Trip_Distance,[TIT3MI] The distance traveled since the last reset of trip
TIT3TM,Trip_Time,[TIT3TM] The engine operating time since last trip reset
TITMT2OF,Time_Total_Offset,[TITMT2OF] Tool Previous ECM Engine Time for offset of Engine Total Time adj parameter
TOOLTRIM,Group_TOOLTRIM,[TOOLTRIM] Group used to gather field adjusted data
TOOL_ADJ,Group_TOOL_ADJ,[TOOL_ADJ] Tool Adjustable Parameters
TOOL_LIM,Group_Tool_Limit,[TOOL_LIM] Service Tools Adjustable Parameter Limits
TQDQTQ,Torque_Derate_Torque,[TQDQTQ] min torque limit in foot-pounds
TQDQTQST,Torque_Derate_Torque_State,[TQDQTQST] indicates origin of TQDQTA value
TRIP47_7,Group_TRIP_47_7,[TRIP47_7] Group No. 47 for trip information
TRIPINFO,Group_TRIPINFO,[TRIPINFO] TRIP INFORMATION SYSTEM GROUP
TRIP_ADJ,Group_Trip_Tool_Adj,[TRIP_ADJ] Trip Info adjustable parameter
TRPRSTEN,Trip_Reset_Enable,[TRPRSTEN] Enable/Disable trip information reset asked from reset PGN
TSBECKTA,SOI_Before_Startup,[TSBECKTA] Timing Command before cranking is envoked
TSBEMLTA,SOI_Before_Max_Limit,[TSBEMLTA] Timing advance limit as just before modification by Max_Limit
TSBENZTA,SOI_Before_ANC_Timing,[TSBENZTA] Timing advance limit as just before modification by ANC timing
TSCQDQEN,Trans_Clt_Derate_Enable,[TSCQDQEN] Calibration trim used to enable the Coolant Temp Derate algorithm
TSCQTAEN,Trans_Clt_Rtrd_Enable,[TSCQTAEN] Calibration trim used to enable the Coolant Temp Retard algorithm
TSFNSFTA,Final_Software_SOI,[TSFNSFTA] Test variable used to snapshot the system interface variable SOI
TSFNSTIC,Final_Timing_Incr_State,[TSFNSTIC] Flags of Final timing increment states
TSFNTAST,Final_Timing_State,[TSFNTAST] Indicator as to which timing algorithm is in control of the final timing comman
TSFNTAST,Final_Timing_State,[TSFNTAST] Indicator as to which timing algorithm is in control of the final timing comman
TSFNTAST,Final_Timing_State,[TSFNTAST] Indicator as to which timing algorithm is in control of the final timing comman
TSFNTAST,Final_Timing_State,[TSFNTAST] Indicator as to which timing algorithm is in control of the final timing comman
TSMXTA,Maximum_Timing_Advance,[TSMXTA] Maximum allowable timing advance value for the system
TSOI,SOI,"[TSOI] Start of injection. Timing advance used by each modification feature, as I/O"
TSOSTA,Overspeed_Timing,[TSOSTA] Timing advance value commanded if the engine overspeed limit is exceeded
TSSOTA,Shutdown_Timing,[TSSOTA] calibration constant for shutdown timing
TSSPTA,Stop_Timing,[TSSPTA] calibration constant for stop timing
TSSTIC,Timing_State_Incr,[TSSTIC] Timing state increment parameter
TSTPTAST,SOI_State,[TSTPTAST] Intermediate timing state used before final timing selction
TSTPTAST,SOI_State,[TSTPTAST] Intermediate timing state used before final timing selction
TSTPTAST,SOI_State,[TSTPTAST] Intermediate timing state used before final timing selction
TSTPTAST,SOI_State,[TSTPTAST] Intermediate timing state used before final timing selction
TSUCICEN,User_Commanded_Timing_Increment_Enable,[TSUCICEN] Bit 14 Word 2. Parameter used to enable the User Timing Increment
TSUCICTA,User_Commanded_Timing_Increment,[TSUCICTA] Engineering timing advance increment value
TSUCTAEN,User_Commanded_Timing_Enable,[TSUCTAEN] Bit 8 of word 4. Enable indicator for the engineering command timing advance
TSUOTA,User_Override_Timing,[TSUOTA] Overrides SOI timing in timing selection algorithm if TSUOTAEN is ENABLE
TSUOTAEN,User_Override_Timing_Enable,[TSUOTAEN] Bit 3 Word 1. Indicator of which algorithm is in control of the o'ride tmg ena
TS_CT_LM,Group_TS_CT_LM,[TS_CT_LM] Transient Coolant Temperature Fueling Derate
TUWGDRV1,TU_WG_Driver_1,[TUWGDRV1] Desired state of the TU_WG_Driver_1 output driver.
TUWGDRV2,TU_WG_Driver_2,[TUWGDRV2] Desired state of the TU_WG_Driver_2 output driver.
TUWGEN,TU_WG_Enable,[TUWGEN] Enable/Disable for 4 Step WG control. Bit8 15 of 0-15
TUWGHDE1,TU_WG_Driver1_High_Control_Error,[TUWGHDE1] Set true if TU_WG_Driver_1 is shorted to battery.
TUWGHDE2,TU_WG_Driver2_High_Control_Error,[TUWGHDE2] Set true if TU_WG_Driver_2 is shorted to battery.
TUWGLDE1,TU_WG_Driver1_Low_Control_Error,[TUWGLDE1] Set true if TU_WG_Driver_1 is shorted to battery.
TUWGLDE2,TU_WG_Driver2_Low_Control_Error,[TUWGLDE2] Set true if TU_WG_Driver_2 is shorted to battery.
TUWGOVEN,TU_WG_Tool_Override_Enable,[TUWGOVEN] Bit9 Enable/Disable for tool override of wastegates. Bit 14 of 0-15
TVC,Final_Timing,[TVC] Timing advance value calculated by CORE.
TWELFOTI,TW_Exp_Life_Of_Tires,[TWELFOTI] Expected life of tires in miles.
TWEN,TW_Enable,[TWEN] Tire Wear Adjustment Enable
TWNWTIFG,TW_New_Tires_Installed_Flag,[TWNWTIFG] Indicates new tires have been installed.
TWTOMITI,TW_Total_Miles_On_Tires,[TWTOMITI] Total miles accumulated on current tire set.
USC_ADV,User_Commanded_Timing,[USC_ADV] Commanded timing value for 4D Timing if User_Commanded_Timing_Enable is ENABLE
VSAXHILM,Tool_Rear_Axle_Ratio_Upper_Limit,[VSAXHILM] max range value
VSAXLOLM,Tool_Rear_Axle_Ratio_Lower_Limit,[VSAXLOLM] min range value assigned to Rear_Axle_Ratio
